timestamp,domain,run,query_time_ms,query_size,response_size,resolver,error
2025-09-02T07:13:01.348609,spotify.com,4,2.15,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.364533,spotify.com,5,2.09,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.380646,spotify.com,6,2.11,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.396665,spotify.com,7,2.1,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.412630,spotify.com,8,2.13,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.428539,spotify.com,9,2.12,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.444603,spotify.com,10,2.09,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.460563,spotify.com,11,2.13,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.477094,spotify.com,12,2.4,23,25,dnscrypt-proxy,
2025-09-02T07:13:01.492654,spotify.com,13,2.13,23,25,dnscrypt-proxy,
